go_id	original_term	simplified_term	group	theme	traits	best_adjp	genes
GO:0090190	Positive Regulation of Branching Involved in Ureteric Bud Morphogenesis	Kidney / renal development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb	0.0237974666212436	SMO;SOX9
GO:0090189	Regulation of Branching Involved in Ureteric Bud Morphogenesis	Kidney / renal development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb	0.0329900540104893	SMO;SOX9
GO:0072001	Renal System Development	Kidney / renal development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb+trunk	0.0123013324987998	GLI2;PCSK5;SALL1;TGFB2;WNT4
GO:0003323	Type B Pancreatic Cell Development	Pancreatic β-cell development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb+trunk	0.000907380004899923	BMP5;BMP6;CDK6
GO:0003309	Type B Pancreatic Cell Differentiation	Pancreatic β-cell development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb+trunk	0.00298374415954639	BMP5;BMP6;CDK6
GO:0021983	Pituitary Gland Development	Pituitary development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	limb	0.014066626231916	GLI2;SALL1
GO:0007423	Sensory Organ Development	Sensory-organ development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	trunk	0.0127994284174079	BMPR1B;ECE1;SMCHD1;SMOC1;TGFB2
GO:0090596	Sensory Organ Morphogenesis	Sensory-organ development	Other organ & epithelial morphogenesis	Cardiovascular, organ & tissue development	trunk	0.030208924490067	NIPBL;SKI
GO:0043066	Negative Regulation of Apoptotic Process	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical+trunk	8.09148350356681e-05	AKT3;ANXA5;CCND2;CTNNB1;DAB2;FOXO1;GRK5;HMGA2;IGF1;IGF1R;LEF1;MEF2C;MYC;NFE2L2;NFKB1;NPM1;PIK3R1;PRKCA;RICTOR;SMAD6;SOCS2;SPRY2;TP53;WNT5A
GO:0043069	Negative Regulation of Programmed Cell Death	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical+trunk	8.95714022894436e-05	AKT3;ANXA5;CCND2;CTNNB1;DAB2;FOXO1;GRK5;HMGA2;IGF1;IGF1R;LEF1;MYC;NFE2L2;NFKB1;NPM1;PIK3R1;RICTOR;SMAD6;SOCS2;SPRY2;TP53;WNT5A
GO:0043065	Positive Regulation of Apoptotic Process	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	5.90091018890356e-05	ABL1;BCL6;BMP2;CTNNB1;DLC1;FOXO1;FOXO3;IGFBP3;KCNMA1;LATS2;RYBP;SFRP4;SOX4;TGFB2;WNT5A
GO:0043068	Positive Regulation of Programmed Cell Death	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.000533716754861014	ABL1;BCL6;BMP2;CTNNB1;FOXO1;FOXO3;IGFBP3;KCNMA1;LATS2;RYBP;SFRP4;SOX4
GO:0042981	Regulation of Apoptotic Process	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical+trunk	1.00319425067323e-07	ABL1;AKT3;ANXA5;APC;BCL6;BMP2;CCND2;CTNNB1;DAB2;FBXO11;FOXO1;FOXO3;GAS1;GRK5;HMGA2;IGF1;IGF1R;IGFBP3;KCNMA1;LATS2;LEF1;LRP8;MEF2C;MYC;NFKB1;NPM1;PIK3R1;RICTOR;RYBP;SFRP4;SKP2;SMAD6;SOCS2;SOX4;SPRY2;TP53;WNT5A
GO:0043067	Regulation of Programmed Cell Death	Apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical	0.0269875969993686	FBXO11;LRP8;SKP2;TP53
GO:2000108	Positive Regulation of Leukocyte Apoptotic Process	Apoptosis (immune cells)	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	limb	0.0237974666212436	MEF2C;PIK3CD
GO:0033034	Positive Regulation of Myeloid Cell Apoptotic Process	Apoptosis (immune cells)	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	limb	0.0171928483106375	MEF2C;PIK3CD
GO:0034392	Negative Regulation of Smooth Muscle Cell Apoptotic Process	Apoptosis (smooth muscle)	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.0405367967367065	ESR1;IGF1
GO:0034391	Regulation of Smooth Muscle Cell Apoptotic Process	Apoptosis (smooth muscle)	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.00900548466330681	ESR1;FOXO1;IGF1
GO:0051054	Positive Regulation of DNA Metabolic Process	DNA metabolism/repair	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.00646588246918803	EYA4;FGFR4;GLI2;MYC;PML;SMCHD1
GO:2000780	Negative Regulation of Double-Strand Break Repair	DNA repair	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.04736866798196	ABL1;HMGA2;SMCHD1
GO:0006974	DNA Damage Response	DNA-damage response	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical	0.019605681970412	APC;DYRK2;FOXP1;HERC2;NPM1;TP53
GO:0010165	Response to X-ray	DNA-damage response	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	trunk	0.0405367967367065	NIPBL;NUCKS1
GO:0030330	DNA Damage Response, Signal Transduction by P53 Class Mediator	p53 signalling	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical	0.0381500856458448	CDKN1B;TP53
GO:0072332	Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator	p53-mediated apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical	0.0381500856458448	DYRK2;TP53
GO:0042771	Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage by P53 Class Mediator	p53-mediated apoptosis	Apoptosis, DNA damage & p53	Cell-cycle, growth & survival	cortical	0.0254737481474485	DYRK2;TP53
GO:0040018	Positive Regulation of Multicellular Organism Growth	Body growth	Cell & organism growth	Cell-cycle, growth & survival	trunk	0.0206234616157452	GHR;GHSR
GO:0040014	Regulation of Multicellular Organism Growth	Body growth	Cell & organism growth	Cell-cycle, growth & survival	trunk	0.000681294311745913	GHR;GHSR;GNAS;PTCH1
GO:0030308	Negative Regulation of Cell Growth	Cell growth	Cell & organism growth	Cell-cycle, growth & survival	cortical+limb+trunk	0.00537601143190473	BCL11A;BCL6;CDKN1B;CDKN2C;LATS2;PML;SLIT3;SMAD3;TGFB2;TP53;VGLL4
GO:0030307	Positive Regulation of Cell Growth	Cell growth	Cell & organism growth	Cell-cycle, growth & survival	cortical	0.031153731245364	BCL11A;CDC42;RICTOR
GO:0001558	Regulation of Cell Growth	Cell growth	Cell & organism growth	Cell-cycle, growth & survival	cortical+limb+trunk	0.00530520458313138	BCL6;CDC42;CDKN1B;CDKN2C;PAPPA2;PML;RICTOR;SLIT3;SMAD3;SOCS2;TEAD1;TGFB2;TP53;VGLL4
GO:0048640	Negative Regulation of Developmental Growth	Developmental growth	Cell & organism growth	Cell-cycle, growth & survival	cortical+trunk	0.00593529512831137	BCL11A;CDKN1B;GNAS;PTCH1;PTEN;WWC2
GO:0048639	Positive Regulation of Developmental Growth	Developmental growth	Cell & organism growth	Cell-cycle, growth & survival	trunk	0.0264239480554881	GHR;GHSR;IGF1;INSR
GO:0048638	Regulation of Developmental Growth	Developmental growth	Cell & organism growth	Cell-cycle, growth & survival	trunk	0.000798262495424906	ABL1;GHR;INSR;LATS2;NIPBL
GO:0045926	Negative Regulation of Growth	Growth (general)	Cell & organism growth	Cell-cycle, growth & survival	limb+trunk	0.0152624277086977	BCL6;CDKN2C;PML;SLIT3;SMAD3;TGFB2;VGLL4
GO:0046620	Regulation of Organ Growth	Organ growth	Cell & organism growth	Cell-cycle, growth & survival	trunk	0.00127399486226955	LATS2;PTEN;WWC2
GO:0045786	Negative Regulation of Cell Cycle	Cell cycle (general)	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+limb+trunk	0.00540626640973725	APC;BMP2;CDK6;CDKN1B;GAS1;LATS2;NPPC;PML
GO:0045787	Positive Regulation of Cell Cycle	Cell cycle (general)	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.030208924490067	LEF1;PKN2;PRKCA;TGFB2
GO:0051726	Regulation of Cell Cycle	Cell cycle (general)	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0240359716019263	ABL1;BMP2;CDC16;CDK6;GRK5;HMGA2;MYC;PML;TGFB2;TTC28
GO:0010564	Regulation of Cell Cycle Process	Cell cycle (general)	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0161857009644543	APC;CDC42;CTNNB1;HMGA2
GO:0051782	Negative Regulation of Cell Division	Cell division	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0405367967367065	E2F7;MYC
GO:0045840	Positive Regulation of Mitotic Nuclear Division	Cell division	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0447289526532346	CDC16;IGF1;INSR
GO:0008285	Negative Regulation of Cell Population Proliferation	Cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	3.21092751956054e-08	APC;BMP2;BMP5;BMPR1B;CDK6;CDKN1B;CDKN2C;CTNNB1;DLC1;DLG5;HMGA1;IGFBP3;MYC;NPM1;PEX2;PML;PTEN;PTPN14;SFRP4;SKI;SMAD6;TGFB2;TP53;VGLL4;WNT5A;WWC2
GO:0008284	Positive Regulation of Cell Population Proliferation	Cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+limb+trunk	1.64636528066045e-08	BAMBI;BMP2;BMP5;BMP6;CCND2;CDK6;CTNNB1;EZH2;FBLN1;FGF18;FGFR4;FN1;FOXP1;GHR;GRK5;HMGA2;IGF1;IGF1R;INSR;IRS1;LEF1;MEF2C;MYC;NPM1;PIK3R1;POU3F3;PTEN;SOX4;SOX9;TCF7L2;TGFB2;WNT5A
GO:0042127	Regulation of Cell Population Proliferation	Cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+limb+trunk	9.92729891318932e-10	APC;BAMBI;BCL6;BMP2;BMP5;BMP6;CCND2;CDK6;CDKN1B;CDKN2C;CTNNB1;DLC1;DLG5;EZH2;FGF18;FGFR4;FN1;GHR;GRK5;HMGA1;IGF1;IGF1R;IGFBP3;INSR;IRS1;JAG1;MYC;NPM1;NPR3;PML;POU3F3;PTEN;PTPN14;SFRP4;SKI;SMAD3;SMAD6;SOX4;SOX9;TCF7L2;TGFB2;TP53;WWC2
GO:0044843	Cell Cycle G1/S Phase Transition	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.00030576725660901	CCND2;CCND3;CCNJ;CDK6;CDKN1B;LATS2;MYC;SKP2
GO:0000082	G1/S Transition of Mitotic Cell Cycle	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.000259646665848928	CCND2;CCND3;CCNJ;CDK6;CDKN1B;LATS2;MYC;SKP2
GO:1902807	Negative Regulation of Cell Cycle G1/S Phase Transition	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0381500856458448	APC;PTEN
GO:2000134	Negative Regulation of G1/S Transition of Mitotic Cell Cycle	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0352312048509372	APC;E2F7;PTEN;RBL2
GO:1902808	Positive Regulation of Cell Cycle G1/S Phase Transition	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0108663487115883	CCND2;CCND3;EZH2;KMT2E
GO:1900087	Positive Regulation of G1/S Transition of Mitotic Cell Cycle	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0376709976604101	CCND2;CCND3;KMT2E
GO:1902806	Regulation of Cell Cycle G1/S Phase Transition	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0254737481474485	APC;CDKN1B;PTEN
GO:2000045	Regulation of G1/S Transition of Mitotic Cell Cycle	Cell-cycle G1/S transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0054198827686391	APC;CCND2;CCND3;CDKN1B;CDKN2C;E2F7;KMT2E;PTEN;RBL2
GO:1902749	Regulation of Cell Cycle G2/M Phase Transition	Cell-cycle G2/M transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0190663129221614	NPM1;TP53
GO:0044772	Mitotic Cell Cycle Phase Transition	Cell-cycle phase transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0041807103213224	CCND2;CCND3;CCNJ;CDK6;CDKN1B;LATS2;MYC;SKP2
GO:1901988	Negative Regulation of Cell Cycle Phase Transition	Cell-cycle phase transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0133896703646729	APC;PTEN
GO:1901992	Positive Regulation of Mitotic Cell Cycle Phase Transition	Cell-cycle phase transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0346648683052977	CCND2;CCND3;CDC16;KMT2E
GO:1901987	Regulation of Cell Cycle Phase Transition	Cell-cycle phase transition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0388797001415158	CDKN1B;TP53
GO:2000773	Negative Regulation of Cellular Senescence	Cellular senescence	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	2.16638328768856e-05	AKT3;CDK6;HMGA2;PTEN
GO:2000772	Regulation of Cellular Senescence	Cellular senescence	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	1.17959208434543e-05	AKT3;CDK6;HMGA2;PTEN;TP53
GO:0060242	Contact Inhibition	Contact inhibition	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb	0.0171928483106375	LATS2;SMO
GO:0000079	Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity	Cyclin-dependent kinase activity	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.031883274834413	APC;CDKN1B
GO:0050680	Negative Regulation of Epithelial Cell Proliferation	Epithelial cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb	0.0241569917531461	CDK6;SNAI2;SOX9;TGFB2
GO:0050679	Positive Regulation of Epithelial Cell Proliferation	Epithelial cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0040210949096127	BMP5;BMP6;IGF1;MYC;PRKCA;TCF7L2;WNT5A
GO:0050678	Regulation of Epithelial Cell Proliferation	Epithelial cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb+trunk	4.71962831416445e-05	BMP5;BMP6;CDK6;FGF18;IGF1;MYC;PEX2;SOX9;TCF7L2;TGFB2
GO:0048147	Negative Regulation of Fibroblast Proliferation	Fibroblast proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0101766205131661	MYC;PEX2;SKI
GO:0048146	Positive Regulation of Fibroblast Proliferation	Fibroblast proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb+trunk	0.00379104529001986	CDK6;FBLN1;FN1;IGF1;MYC;WNT5A
GO:0048145	Regulation of Fibroblast Proliferation	Fibroblast proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+limb+trunk	3.62064126648093e-05	CDK6;CTNNB1;FBLN1;FN1;IGF1;MYC;PEX2;SKI;TP53;WNT5A
GO:0010464	Regulation of Mesenchymal Cell Proliferation	Mesenchymal cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0464398036796067	MYC;WNT5A
GO:0045930	Negative Regulation of Mitotic Cell Cycle	Mitotic cell cycle	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0041807103213224	BCL6;CDKN1B;CTNNB1;GAS1;PML
GO:0007346	Regulation of Mitotic Cell Cycle	Mitotic cell cycle	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0243684743307381	CDC16;GAS1;PKN2;PML;PRKCA;TTC28
GO:0033688	Regulation of Osteoblast Proliferation	Osteoblast proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb	0.0485259709952622	BMP2;NPR3
GO:0007064	Mitotic Sister Chromatid Cohesion	Sister chromatid cohesion	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.0193528700156701	BOD1;NIPBL;PDS5A
GO:0007063	Regulation of Sister Chromatid Cohesion	Sister chromatid cohesion	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.00959810066336706	CTNNB1;RAD21
GO:0048662	Negative Regulation of Smooth Muscle Cell Proliferation	Smooth-muscle cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.00093395671126773	BMP2;CDKN1B;IGFBP3;MEF2C;PRKG1;PTEN
GO:1904706	Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation	Smooth-muscle cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0101766205131661	CDKN1B;MEF2C;PRKG1;PTEN
GO:0048660	Regulation of Smooth Muscle Cell Proliferation	Smooth-muscle cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	trunk	0.000618826457425567	BMP2;CTNNB1;IGF1;IGFBP3;PIK3R1;TCF7L2
GO:1904705	Regulation of Vascular Associated Smooth Muscle Cell Proliferation	Smooth-muscle cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical+trunk	0.0101766205131661	CDKN1B;IGF1;MEF2C;PRKG1;PTEN
GO:0051988	Regulation of Attachment of Spindle Microtubules to Kinetochore	Spindle/kinetochore attachment	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	cortical	0.0146217825673105	APC;CDC42
GO:0072091	Regulation of Stem Cell Proliferation	Stem cell proliferation	Cell cycle, proliferation & senescence	Cell-cycle, growth & survival	limb	0.0485259709952622	FBLN1;HMGA2
GO:1901701	Cellular Response to Oxygen-Containing Compound	Response to oxygen-containing compound	Cellular stress & environmental response	Cellular housekeeping	trunk	0.00126458798427847	ABCB4;CDON;ESR1;FOXO1;GNAS;IGF1;IGF1R;IRS1;KCNQ1;MEF2C;PDE3A;PEX2;SLC38A2;WNT5A
GO:0048585	Negative Regulation of Response to Stimulus	Response to stimulus (general)	Cellular stress & environmental response	Cellular housekeeping	trunk	0.0329730620374037	HHIP;IGFBP3;SOCS2;USP25
GO:0070417	Cellular Response to Cold	Response to temperature	Cellular stress & environmental response	Cellular housekeeping	trunk	0.0161513017728003	FOXO1;NFKBIA
GO:0071466	Cellular Response to Xenobiotic Stimulus	Response to xenobiotic	Cellular stress & environmental response	Cellular housekeeping	trunk	0.0206234616157452	KCNQ1;MEF2C;MYC
GO:0140694	Membraneless Organelle Assembly	Biomolecular condensate assembly	Protein modification, degradation & transport	Cellular housekeeping	cortical	0.0145531773859402	ATXN2;CENPW;NCOR1;NPM1
GO:0022607	Cellular Component Assembly	Cellular component assembly	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.00178613904802032	CALD1;CD2AP;EZH2;HMGA2;MAX;MICAL1;PCGF5;PML;RYBP;SCMH1;SPAG17;SPTY2D1;SUZ12;WNT5A
GO:0043954	Cellular Component Maintenance	Cellular component maintenance	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0329900540104893	IGF1R;INSR
GO:0051130	Positive Regulation of Cellular Component Organization	Cellular component organization	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0376709976604101	ABCB4;DAB2;IGF1R;INSR;TGFB2
GO:0016482	Cytosolic Transport	Lysosomal / endomembrane transport	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0329900540104893	AP1G1;CCDC91
GO:0090160	Golgi to Lysosome Transport	Lysosomal / endomembrane transport	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0329900540104893	AP1G1;CCDC91
GO:0007041	Lysosomal Transport	Lysosomal / endomembrane transport	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0431015460283157	AP1G1;CCDC91;TMEM106B
GO:0032418	Lysosome Localization	Lysosomal / endomembrane transport	Protein modification, degradation & transport	Cellular housekeeping	cortical	0.0497726920199586	PIK3CD;PLEKHM1
GO:0072384	Organelle Transport Along Microtubule	Microtubule-based transport	Protein modification, degradation & transport	Cellular housekeeping	cortical	0.0400010180118339	CDC42;PAFAH1B1
GO:0042308	Negative Regulation of Protein Import Into Nucleus	Nuclear import	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0464398036796067	NFKBIA;SUFU
GO:1900181	Negative Regulation of Protein Localization to Nucleus	Nuclear import	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0285654818041261	LATS2;NFKBIA;SUFU
GO:0042306	Regulation of Protein Import Into Nucleus	Nuclear import	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0123343427410511	NFKBIA;PIK3R1;SUFU;ZIC1
GO:1903318	Negative Regulation of Protein Maturation	Protein maturation/processing	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0265752420961518	GAS1;SERPINE2
GO:0010955	Negative Regulation of Protein Processing	Protein maturation/processing	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0485259709952622	GAS1;SERPINE2
GO:0043412	Macromolecule Modification	Protein modification (general)	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0133848944788856	ABL1;LOXL2;PARN;UBE2L3;USP25
GO:0036211	Protein Modification Process	Protein modification (general)	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.0102907989371876	ABL1;IGFBP3;LATS2;LOXL2;PKN2;PPM1B;PRKCA;PTEN;PTPN14;PTPN9;RYK;UBE2L3;USP25
GO:0043243	Positive Regulation of Protein-Containing Complex Disassembly	Protein-complex disassembly	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0358741067869525	IGF1R;INSR
GO:0045861	Negative Regulation of Proteolysis	Proteolysis	Protein modification, degradation & transport	Cellular housekeeping	limb	0.0305071346248029	GAS1;SERPINE2;TIMP3
GO:0006508	Proteolysis	Proteolysis	Protein modification, degradation & transport	Cellular housekeeping	limb+trunk	0.00245853065750173	ACAN;ADAM28;ADAMTS10;ADAMTS17;ADAMTS19;ADAMTS3;ADAMTS5;CPZ;ECE1;HGFAC;PAPPA;PAPPA2;PCSK5;PTCH1;USP25
GO:0045732	Positive Regulation of Protein Catabolic Process	Ubiquitin–proteasome degradation	Protein modification, degradation & transport	Cellular housekeeping	cortical+trunk	0.0054198827686391	APC;CDKN1B;FOXO1;L3MBTL3;NFE2L2;PTEN;SH3D19;VGLL4;WNT5A
GO:2000058	Regulation of Ubiquitin-Dependent Protein Catabolic Process	Ubiquitin–proteasome degradation	Protein modification, degradation & transport	Cellular housekeeping	trunk	0.00508242354281192	GNA12;L3MBTL3;NFE2L2;PML;PTEN
GO:0045879	Negative Regulation of Smoothened Signaling Pathway	Hedgehog (Smoothened) signalling	Hedgehog & Notch signalling	Developmental signalling pathways	trunk	0.0285654818041261	HHIP;PTCH1;SUFU
GO:0045880	Positive Regulation of Smoothened Signaling Pathway	Hedgehog (Smoothened) signalling	Hedgehog & Notch signalling	Developmental signalling pathways	trunk	0.00870433978301146	BOC;CDON;DLG5;GAS1
GO:0008589	Regulation of Smoothened Signaling Pathway	Hedgehog (Smoothened) signalling	Hedgehog & Notch signalling	Developmental signalling pathways	limb+trunk	8.09148350356681e-05	BOC;CDON;DLG5;FBXL17;GAS1;HHIP;PTCH1;SUFU;ZIC1
GO:0007219	Notch Signaling Pathway	Notch signalling	Hedgehog & Notch signalling	Developmental signalling pathways	limb	0.0329900540104893	BMP2;GMDS;SNAI2
GO:0033173	Calcineurin-NFAT Signaling Cascade	Calcineurin-NFAT signalling	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	limb	0.0358741067869525	NFATC1;NFATC4
GO:0007173	Epidermal Growth Factor Receptor Signaling Pathway	EGFR signalling	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	limb	0.0467755633512598	EFEMP1;GRB2;SOX9
GO:0035331	Negative Regulation of Hippo Signaling	Hippo signalling	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	trunk	0.0206234616157452	DLG5;VGLL4;WWC2
GO:0035330	Regulation of Hippo Signaling	Hippo signalling	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	trunk	0.0139098562632035	DLG5;PTPN14;VGLL4;WWC2
GO:0141124	Intracellular Signaling Cassette	Intracellular signal transduction	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	trunk	0.0405367967367065	IGF1R;IRS1;MEF2C;MYC;NFE2L2;NFKBIA;PIK3R1;PTEN;RUNX2;SMAD6
GO:1902532	Negative Regulation of Intracellular Signal Transduction	Intracellular signal transduction	RTK, MAPK & PI3K–AKT signalling	Developmental signalling pathways	trunk	0.000684964256609225	CD2AP;DLG5;ESR1;EZH2;IGF1R;NFKBIA;PDE3A;PPM1B;PTEN;SKI;SMAD6;SPRED1;VGLL4;WWC2
